,Feature set,Outcome,ROC AUC,F1,F2,Brier loss,False negatives,False positives,Sensitivity,Specificity,PPV,NPV,LR+,LR-,Youden Index,Average TP,Average TN,Average FP,Average FN,over__k_neighbors,model__learning_rate,under__sampling_strategy,over__sampling_strategy
0,all_DCA_and_segmentation,gose_30d,0.86  -  95% CI 0.78-0.91,0.50  -  95% CI 0.38-0.61,0.60  -  95% CI 0.47-0.71,0.09  -  95% CI 0.07-0.10,2.46%  -  95% CI 1.31-3.76,8.85%  -  95% CI 6.75-10.89,69.76%  -  95% CI 57.06-81.60,90.37%  -  95% CI 88.06-92.72,39.13%  -  95% CI 28.20-50.61,97.12%  -  95% CI 95.64-98.45,7.37  -  95% CI 5.24-9.80,0.33  -  95% CI 0.20-0.48,0.60  -  95% CI 0.46-0.72,30.405,442.33,47.145,13.12,5,0.05,0.5,0.1
