,Feature set,Outcome,ROC AUC,F1,F2,Brier loss,False negatives,False positives,Sensitivity,Specificity,PPV,NPV,LR+,LR-,Youden Index,Average TP,Average TN,Average FP,Average FN,model__learning_rate,under__sampling_strategy,over__sampling_strategy,over__k_neighbors
0,all_DCA_and_segmentation,TIL,0.86  -  95% CI 0.80-0.91,0.33  -  95% CI 0.23-0.43,0.47  -  95% CI 0.34-0.60,0.12  -  95% CI 0.11-0.13,2.19%  -  95% CI 1.12-3.38,13.99%  -  95% CI 11.05-16.67,65.05%  -  95% CI 49.97-82.76,85.07%  -  95% CI 82.16-88.20,22.56%  -  95% CI 14.42-30.96,97.33%  -  95% CI 95.87-98.66,4.40  -  95% CI 3.05-5.99,0.41  -  95% CI 0.21-0.59,0.50  -  95% CI 0.34-0.67,21.8,425.805,74.705,11.69,0.01,0.7,0.1,8
