,Feature set,Outcome,ROC AUC,F1,F2,Brier loss,False negatives,False positives,Sensitivity,Specificity,PPV,NPV,LR+,LR-,Youden Index,Average TP,Average TN,Average FP,Average FN,model__learning_rate,under__sampling_strategy,over__sampling_strategy,over__k_neighbors
0,all_DCA,TIER,0.79  -  95% CI 0.70-0.86,0.43  -  95% CI 0.33-0.54,0.55  -  95% CI 0.43-0.66,0.12  -  95% CI 0.11-0.13,2.03%  -  95% CI 0.94-3.18,8.88%  -  95% CI 6.74-11.05,67.61%  -  95% CI 54.27-82.77,90.52%  -  95% CI 88.25-92.70,32.24%  -  95% CI 21.91-41.90,97.66%  -  95% CI 96.36-98.93,7.24  -  95% CI 5.28-9.86,0.36  -  95% CI 0.19-0.51,0.58  -  95% CI 0.44-0.73,22.63,453.07,47.44,10.86,0.01,0.7,0.1,5
