,Feature set,Outcome,ROC AUC,F1,F2,Brier loss,False negatives,False positives,Sensitivity,Specificity,PPV,NPV,LR+,LR-,Youden Index,Average TP,Average TN,Average FP,Average FN,model__learning_rate,under__sampling_strategy,over__sampling_strategy,over__k_neighbors
0,segmentation,TIER,0.78  -  95% CI 0.66-0.88,0.33  -  95% CI 0.23-0.44,0.46  -  95% CI 0.33-0.58,0.12  -  95% CI 0.11-0.14,2.41%  -  95% CI 1.12-3.93,13.13%  -  95% CI 10.30-15.92,61.85%  -  95% CI 42.86-77.83,85.99%  -  95% CI 83.19-88.87,22.77%  -  95% CI 14.85-32.14,97.10%  -  95% CI 95.38-98.63,4.47  -  95% CI 2.93-6.29,0.44  -  95% CI 0.26-0.67,0.48  -  95% CI 0.28-0.65,20.635,430.38,70.13,12.855,0.01,0.7,0.1,5
