,Feature set,Outcome,ROC AUC,F1,F2,Brier loss,False negatives,False positives,Sensitivity,Specificity,PPV,NPV,LR+,LR-,Youden Index,Average TP,Average TN,Average FP,Average FN,model__learning_rate,under__sampling_strategy,over__sampling_strategy,over__k_neighbors
0,all_DCA,TIL,0.78  -  95% CI 0.69-0.87,0.42  -  95% CI 0.31-0.52,0.54  -  95% CI 0.43-0.65,0.12  -  95% CI 0.11-0.13,2.03%  -  95% CI 0.94-3.18,9.43%  -  95% CI 7.30-11.62,67.61%  -  95% CI 54.27-82.77,89.93%  -  95% CI 87.43-92.19,30.96%  -  95% CI 21.31-41.43,97.64%  -  95% CI 96.35-98.91,6.81  -  95% CI 4.95-9.09,0.36  -  95% CI 0.19-0.51,0.58  -  95% CI 0.44-0.72,22.63,450.135,50.375,10.86,0.01,0.7,0.1,8
