,Feature set,Outcome,ROC AUC,F1,F2,Brier loss,False negatives,False positives,Sensitivity,Specificity,PPV,NPV,LR+,LR-,Youden Index,Average TP,Average TN,Average FP,Average FN,model__learning_rate,under__sampling_strategy,over__sampling_strategy,over__k_neighbors
0,segmentation,TIL,0.79  -  95% CI 0.69-0.87,0.29  -  95% CI 0.19-0.38,0.41  -  95% CI 0.29-0.53,0.13  -  95% CI 0.12-0.14,2.60%  -  95% CI 1.12-4.12,15.45%  -  95% CI 12.92-18.36,58.85%  -  95% CI 42.86-77.29,83.51%  -  95% CI 80.52-86.14,19.23%  -  95% CI 12.26-26.82,96.79%  -  95% CI 94.94-98.61,3.60  -  95% CI 2.46-4.94,0.49  -  95% CI 0.27-0.69,0.42  -  95% CI 0.25-0.60,19.63,417.985,82.525,13.86,0.01,0.7,0.1,8
