,Feature set,Outcome,ROC AUC,F1,F2,Brier loss,False negatives,False positives,Sensitivity,Specificity,PPV,NPV,LR+,LR-,Youden Index,Average TP,Average TN,Average FP,Average FN,model__learning_rate,under__sampling_strategy,over__sampling_strategy,over__k_neighbors
0,all_DCA,gose_6m,0.88  -  95% CI 0.82-0.93,0.48  -  95% CI 0.34-0.59,0.61  -  95% CI 0.47-0.72,0.10  -  95% CI 0.09-0.11,1.73%  -  95% CI 0.75-2.82,8.84%  -  95% CI 6.56-11.07,73.90%  -  95% CI 58.33-88.57,90.53%  -  95% CI 88.24-93.00,35.74%  -  95% CI 23.15-46.92,97.99%  -  95% CI 96.59-99.13,7.94  -  95% CI 5.71-10.54,0.29  -  95% CI 0.13-0.46,0.64  -  95% CI 0.48-0.79,26.305,450.35,47.115,9.23,0.01,0.7,0.1,3
